"Started At (CST)","Ended At (CST)","Tag","Duration (Minutes)","Starting Location","Starting Saved Location","Starting Latitude","Starting Longitude","Starting Odometer (mi)","Ending Location","Ending Saved Location","Ending Latitude","Ending Longitude","Ending Odometer (mi)","Starting Battery (%)","Ending Battery (%)","Average Inside Temperature (°F)","Average Outside Temperature (°F)","Average Speed (mph)","Max Speed (mph)","Rated Range Used (mi)","Ideal Range Used (mi)","Distance (mi)","Total Energy Used (kWh)","Average Energy Used (Wh/mi)"
"2025-06-26 12:06","2025-06-26 12:14",,"8","1871 East Baxter Lane, Bozeman, Montana 59715, United States",,"45.700527","-111.064590","63085.56","4076 Diamond Street, Bozeman, Montana 59718, United States",,"45.687054","-111.092740","63087.99","83","81","65.23","85.50","24","43","4.35","0.00","2.43","0.92","379"
"2025-06-26 12:19","2025-06-26 12:19",,"0","4076 Diamond Street, Bozeman, Montana 59718, United States",,"45.687054","-111.092740","63088.01","4080 Diamond Street, Bozeman, Montana 59718, United States",,"45.687115","-111.092830","63088.02","81","81","82.40","76.10","0","0","0.00","0.00","0.01","-0.02","-2000"
"2025-06-26 12:19","2025-06-26 12:39",,"19","4080 Diamond Street, Bozeman, Montana 59718, United States",,"45.687115","-111.092830","63088.02","Little Bear Road, Gallatin Gateway, Montana 59730, United States",,"45.555150","-111.196960","63101.71","81","73","65.14","76.60","45","65","21.51","0.00","13.69","4.76","348"
"2025-06-26 12:39","2025-06-26 12:42",,"2","Little Bear Road, Gallatin Gateway, Montana 59730, United States",,"45.555150","-111.196960","63101.71","Little Bear Road, Gallatin Gateway, Montana 59730, United States",,"45.560356","-111.197845","63102.44","73","73","60.80","76.10","34","43","1.51","0.00","0.73","0.28","384"
"2025-06-26 12:42","2025-06-26 13:16",,"34","Little Bear Road, Gallatin Gateway, Montana 59730, United States",,"45.560356","-111.197845","63102.44","Hyalite Canyon Road, Bozeman, Montana 59718, United States",,"45.482338","-110.964470","63123.12","73","59","75.42","73.42","39","62","35.90","0.00","20.68","8.22","397"
"2025-06-26 13:16","2025-06-26 13:17",,"0","Hyalite Canyon Road, Bozeman, Montana 59718, United States",,"45.482338","-110.964470","63123.12","Hyalite Canyon Road, Bozeman, Montana 59718, United States",,"45.482437","-110.964650","63123.16","59","59","82.40","70.70","0","1","0.00","0.00","0.04","0.02","500"
"2025-06-26 13:30","2025-06-26 13:30",,"0","Hyalite Canyon Road, Bozeman, Montana 59718, United States",,"45.482437","-110.964650","63123.18","Hyalite Canyon Road, Bozeman, Montana 59718, United States",,"45.482437","-110.964650","63123.18","59","59","84.20","72.50","0","0","0.00","0.00","0.00","0.00",
"2025-06-26 13:30","2025-06-26 13:37",,"6","Hyalite Canyon Road, Bozeman, Montana 59718, United States",,"45.482437","-110.964650","63123.18","Hyalite Canyon Road, Bozeman, Montana 59718, United States",,"45.501537","-110.986115","63125.97","59","58","76.86","71.78","22","44","1.59","0.00","2.80","0.34","121"
"2025-06-26 13:58","2025-06-26 15:00",,"61","Hyalite Canyon Road, Bozeman, Montana 59718, United States",,"45.501537","-110.986115","63126.03","111 Town Center Avenue, Big Sky, Montana 59716, United States",,"45.260700","-111.306260","63173.07","58","37","66.43","76.10","45","65","56.23","0.00","47.00","12.76","271"
"2025-06-26 15:05","2025-06-26 15:08",,"2","111 Town Center Avenue, Big Sky, Montana 59716, United States",,"45.260700","-111.306260","63173.07","20 Huntley Drive, Big Sky, Montana 59716, United States",,"45.260850","-111.302925","63173.33","49","49","64.40","77.90","8","11","-2.34","0.00","0.25","-0.88","-3520"
"2025-06-26 15:18","2025-06-26 15:19",,"0","20 Huntley Drive, Big Sky, Montana 59716, United States",,"45.260850","-111.302925","63173.33","20 Huntley Drive, Big Sky, Montana 59716, United States",,"45.260850","-111.302925","63173.33","49","49","67.55","79.70","0","0","0.00","0.00","0.00","0.00",
"2025-06-26 15:19","2025-06-26 15:19",,"0","20 Huntley Drive, Big Sky, Montana 59716, United States",,"45.260850","-111.302925","63173.33","20 Huntley Drive, Big Sky, Montana 59716, United States",,"45.260850","-111.302925","63173.33","49","49","67.10","79.70","0","0","0.00","0.00","0.00","0.06",
"2025-06-26 15:19","2025-06-26 15:31",,"12","20 Huntley Drive, Big Sky, Montana 59716, United States",,"45.260850","-111.302925","63173.33","2299 Ousel Falls Road, Big Sky, Montana 59716, United States",,"45.243988","-111.333565","63175.58","49","46","65.82","78.87","26","39","6.11","0.00","2.25","1.48","658"
"2025-06-26 15:37","2025-06-26 16:22",,"45","2299 Ousel Falls Road, Big Sky, Montana 59716, United States",,"45.243988","-111.333565","63175.58","Gallatin Road, Gallatin Gateway, Montana 59730, United States",,"45.142960","-111.243320","63198.07","46","36","65.32","75.06","35","61","26.95","0.00","22.48","6.02","268"
"2025-06-26 16:38","2025-06-26 16:53",,"15","Gallatin Road, Gallatin Gateway, Montana 59730, United States",,"45.142960","-111.243320","63198.08","Gallatin Road, Gallatin Gateway, Montana 59730, United States",,"44.981410","-111.079470","63212.91","36","26","63.82","78.42","60","65","25.02","0.00","14.51","6.00","414"
"2025-06-26 16:58","2025-06-26 17:25",,"27","Gallatin Road, Gallatin Gateway, Montana 59730, United States",,"44.981410","-111.079470","63212.91","201 South Canyon Street, West Yellowstone, Montana 59758, United States",,"44.656044","-111.099045","63237.46","26","15","65.89","75.16","54","70","28.95","0.00","24.55","6.60","269"
"2025-06-26 17:52","2025-06-26 18:28",,"35","201 South Canyon Street, West Yellowstone, Montana 59758, United States",,"44.656044","-111.099045","63237.46","Grand Loop Road, Yellowstone National Park, Wyoming 82190, United States",,"44.548058","-110.807720","63259.73","77","66","63.21","78.57","40","56","27.78","0.00","22.27","6.28","282"
"2025-06-26 18:51","2025-06-26 19:07",,"15","Grand Loop Road, Yellowstone National Park, Wyoming 82190, United States",,"44.548058","-110.807720","63259.73","1 Old Faithful Inn Road, Yellowstone National Park, Wyoming 82190, United States",,"44.461018","-110.833530","63268.59","66","62","65.39","75.67","32","50","11.72","0.00","8.87","2.62","295"
"2025-06-26 19:14","2025-06-26 19:14",,"0","1 Old Faithful Inn Road, Yellowstone National Park, Wyoming 82190, United States",,"44.461018","-110.833530","63268.59","1 Old Faithful Inn Road, Yellowstone National Park, Wyoming 82190, United States",,"44.460920","-110.834420","63268.64","62","62","79.70","74.30","0","0","0.17","0.00","0.01","0.02","2000"
"2025-06-26 19:24","2025-06-26 19:24",,"0","1 Old Faithful Inn Road, Yellowstone National Park, Wyoming 82190, United States",,"44.460920","-110.834420","63268.64","1 Old Faithful Inn Road, Yellowstone National Park, Wyoming 82190, United States",,"44.460920","-110.834420","63268.64","61","61","55.40","79.70","0","0","0.00","0.00","0.00","0.00",
"2025-06-26 19:28","2025-06-26 19:42",,"14","1 Old Faithful Inn Road, Yellowstone National Park, Wyoming 82190, United States",,"44.460920","-110.834420","63268.64","1700 Setlakwe St, Yellowstone National Park, Wyoming 82190, United States",,"44.441906","-110.718470","63277.39","61","55","60.69","75.58","32","48","17.66","0.00","8.67","3.90","450"
"2025-06-26 19:42","2025-06-26 20:40",,"57","1700 Setlakwe St, Yellowstone National Park, Wyoming 82190, United States",,"44.441906","-110.718470","63277.39","Mud Flats Overlook, Moran, Wyoming 83013, United States",,"44.000423","-110.677505","63318.80","55","41","59.94","69.15","44","61","36.32","0.00","41.41","7.76","187"
"2025-06-26 20:45","2025-06-26 20:48",,"2","Mud Flats Overlook, Moran, Wyoming 83013, United States",,"44.000423","-110.677505","63319.13","Jackson Lake Overlook, Moran, Wyoming 83013, United States",,"43.981823","-110.662440","63320.48","41","40","69.15","67.10","45","53","2.59","0.00","1.35","0.60","444"
"2025-06-26 20:52","2025-06-26 21:10",,"17","Jackson Lake Overlook, Moran, Wyoming 83013, United States",,"43.981823","-110.662440","63320.63","Catholic Bay Turnout, Moran, Wyoming 83013, United States",,"43.848427","-110.594370","63333.88","41","35","69.94","67.10","46","59","14.31","0.00","13.17","3.26","248"
"2025-06-26 21:10","2025-06-26 21:29",,"18","Catholic Bay Turnout, Moran, Wyoming 83013, United States",,"43.848427","-110.594370","63333.88","595 Signal Mountain Road, Moran, Wyoming 83012, United States",,"43.849304","-110.567220","63343.18","35","29","69.80","67.28","32","54","18.58","0.00","9.18","4.18","455"
"2025-06-26 21:36","2025-06-26 21:36",,"0","595 Signal Mountain Road, Moran, Wyoming 83012, United States",,"43.849304","-110.567220","63343.18","595 Signal Mountain Road, Moran, Wyoming 83012, United States",,"43.849304","-110.567220","63343.18","28","28","72.50","63.50","0","0","0.00","0.00","0.00","0.02",
"2025-06-26 21:36","2025-06-26 21:41",,"4","595 Signal Mountain Road, Moran, Wyoming 83012, United States",,"43.849304","-110.567220","63343.18","Signal Mountain Road, Moran, Wyoming 83012, United States",,"43.846610","-110.574240","63343.98","28","28","70.65","63.50","13","19","0.50","0.00","0.78","0.00","0"
"2025-06-26 21:51","2025-06-26 22:03",,"12","Signal Mountain Road, Moran, Wyoming 83012, United States",,"43.846610","-110.574240","63343.98","Teton Park Road, Alta, Wyoming 83012, United States",,"43.807228","-110.628520","63349.56","28","28","69.67","61.57","29","56","1.00","0.00","5.58","0.14","25"
"2025-06-26 22:03","2025-06-26 22:20",,"17","Teton Park Road, Alta, Wyoming 83012, United States",,"43.807228","-110.628520","63349.56","Teton Park Road, Alta, Wyoming 83012, United States",,"43.693027","-110.732890","63361.33","28","24","63.84","61.20","46","59","9.96","0.00","11.78","2.28","194"
"2025-06-26 22:20","2025-06-26 22:22",,"1","Teton Park Road, Alta, Wyoming 83012, United States",,"43.693027","-110.732890","63361.33","Teton Park Road, Alta, Wyoming 83012, United States",,"43.693027","-110.732890","63361.33","24","24","63.50","59.90","0","0","0.00","0.00","0.00","0.02",
"2025-06-26 22:22","2025-06-26 22:56",,"34","Teton Park Road, Alta, Wyoming 83012, United States",,"43.693027","-110.732890","63361.33","50 West Deloney Avenue, Jackson, Wyoming 83001, United States",,"43.480278","-110.762886","63378.51","24","18","63.50","57.09","37","59","16.65","0.00","17.18","3.80","221"
"2025-06-27 00:14","2025-06-27 00:18",,"3","50 West Deloney Avenue, Jackson, Wyoming 83001, United States",,"43.480274","-110.762886","63378.51","750 West Broadway Avenue, Jackson, Wyoming 83001, United States",,"43.474350","-110.778564","63379.58","17","16","66.29","63.14","17","30","2.85","0.00","1.07","0.64","598"
"2025-06-27 00:19","2025-06-27 00:23",,"4","750 West Broadway Avenue, Jackson, Wyoming 83001, United States",,"43.474350","-110.778530","63379.58","1140 Gregory Lane, Jackson, Wyoming 83001, United States",,"43.463997","-110.794980","63381.03","16","15","67.82","58.69","31","40","3.60","0.00","1.45","0.76","524"
"2025-06-27 01:38","2025-06-27 01:39",,"1","1140 Gregory Lane, Jackson, Wyoming 83001, United States",,"43.463997","-110.794980","63381.03","1140 Gregory Lane, Jackson, Wyoming 83001, United States",,"43.464010","-110.794950","63381.16","98","98","67.82","58.10","10","11","0.17","0.00","0.13","0.10","769"
"2025-06-27 09:10","2025-06-27 09:15",,"4","1140 Gregory Lane, Jackson, Wyoming 83001, United States",,"43.464010","-110.794950","63381.16","1055 West Broadway Avenue, Jackson, Wyoming 83001, United States",,"43.473915","-110.787030","63382.13","92","91","65.48","52.70","19","27","1.76","0.00","0.97","0.50","515"
"2025-06-27 09:22","2025-06-27 09:25",,"3","1055 West Broadway Avenue, Jackson, Wyoming 83001, United States",,"43.473915","-110.787030","63382.15","1140 Wyoming Highway 22, Jackson, Wyoming 83001, United States",,"43.474148","-110.789185","63382.40","91","91","62.42","53.46","6","10","0.67","0.00","0.25","0.16","640"
"2025-06-27 09:25","2025-06-27 09:44",,"18","1140 Wyoming Highway 22, Jackson, Wyoming 83001, United States",,"43.474148","-110.789185","63382.40","Wyoming Highway 22, Wilson, Wyoming 83014, United States",,"43.499683","-110.938150","63392.94","91","80","63.16","55.62","38","51","28.79","0.00","10.54","6.52","619"
"2025-06-27 09:50","2025-06-27 10:09",,"19","Wyoming Highway 22, Wilson, Wyoming 83014, United States",,"43.499683","-110.938150","63393.05","175 West Center Street, Victor, Idaho 83455, United States",,"43.602943","-111.115850","63406.44","80","79","68.68","58.84","45","70","2.85","0.00","13.33","0.62","47"
"2025-06-27 10:23","2025-06-27 12:18",,"115","175 West Center Street, Victor, Idaho 83455, United States",,"43.602943","-111.115850","63406.44","4444 Yellowstone Avenue, Chubbuck, Idaho 83202, United States",,"42.914078","-112.465700","63519.47","79","26","64.27","74.05","61","85","140.67","0.00","113.03","31.68","280"
"2025-06-27 12:27","2025-06-27 12:35",,"8","4444 Yellowstone Avenue, Chubbuck, Idaho 83202, United States",,"42.914078","-112.465700","63519.55","1399 Bench Road, Pocatello, Idaho 83201, United States",,"42.899710","-112.435280","63522.48","26","24","63.55","84.78","25","60","6.03","0.00","2.93","1.26","430"
"2025-06-27 12:35","2025-06-27 12:36",,"0","1399 Bench Road, Pocatello, Idaho 83201, United States",,"42.899710","-112.435280","63522.48","1399 Bench Road, Pocatello, Idaho 83201, United States",,"42.899693","-112.435310","63522.49","24","24","62.24","85.10","2","2","0.00","0.00","0.01","0.10","10000"
"2025-06-27 13:32","2025-06-27 13:32",,"0","1399 Bench Road, Pocatello, Idaho 83201, United States",,"42.899647","-112.435265","63522.49","1333 Bench Road, Pocatello, Idaho 83201, United States",,"42.899796","-112.434830","63522.50","96","96","71.24","85.10","0","0","-0.17","0.00","0.01","-0.12","-12000"
"2025-06-27 13:32","2025-06-27 14:13",,"40","1333 Bench Road, Pocatello, Idaho 83201, United States",,"42.899796","-112.434830","63522.50","Interstate 15, Pocatello, Idaho 83402, United States",,"42.800266","-112.336580","63532.28","96","89","69.94","91.69","39","84","18.33","0.00","9.77","4.24","434"
"2025-06-27 14:13","2025-06-27 15:33",,"79","Interstate 15, Pocatello, Idaho 83402, United States",,"42.800266","-112.336580","63532.28","290 Meadowview Drive, Arimo, Idaho 83214, United States",,"42.565920","-112.177070","63553.49","89","69","65.19","99.00","27","81","53.14","0.00","21.21","12.02","567"
"2025-06-27 15:34","2025-06-27 15:35",,"1","290 Meadowview Drive, Arimo, Idaho 83214, United States",,"42.565920","-112.177070","63553.49","290 Meadowview Drive, Arimo, Idaho 83214, United States",,"42.565956","-112.177830","63553.50","69","69","67.64","90.50","10","10","0.17","0.00","0.01","0.02","2000"
"2025-06-27 15:41","2025-06-27 15:42",,"1","290 Meadowview Drive, Arimo, Idaho 83214, United States",,"42.565956","-112.177830","63553.54","290 Meadowview Drive, Arimo, Idaho 83214, United States",,"42.565853","-112.177216","63553.62","69","69","81.32","90.50","5","6","0.33","0.00","0.09","0.14","1556"
"2025-06-27 16:04","2025-06-27 16:05",,"0","290 Meadowview Drive, Arimo, Idaho 83214, United States",,"42.565853","-112.177216","63553.62","290 Meadowview Drive, Arimo, Idaho 83214, United States",,"42.566288","-112.176830","63553.68","67","67","56.66","99.50","8","8","0.00","0.00","0.06","0.00","0"
"2025-06-27 16:05","2025-06-27 17:20",,"75","290 Meadowview Drive, Arimo, Idaho 83214, United States",,"42.566288","-112.176830","63553.68","1775 West, Farr West, Utah 84404, United States",,"41.307590","-112.021810","63646.51","67","13","58.35","93.63","76","85","143.77","0.00","92.83","32.54","351"
"2025-06-27 17:38","2025-06-27 19:31",,"113","1775 West, Farr West, Utah 84404, United States",,"41.307590","-112.021810","63646.52","1328 University Avenue, Provo, Utah 84601, United States",,"40.215904","-111.659980","63735.07","64","25","66.38","97.99","48","82","103.26","0.00","88.55","23.06","260"
"2025-06-27 20:44","2025-06-27 20:46",,"1","1328 University Avenue, Provo, Utah 84601, United States",,"40.215904","-111.659980","63735.07","1328 University Avenue, Provo, Utah 84601, United States",,"40.215843","-111.659910","63735.09","24","24","85.28","96.98","0","0","0.17","0.00","0.01","0.10","10000"
