"Started At (CST)","Ended At (CST)","Tag","Duration (Minutes)","Starting Location","Starting Saved Location","Starting Latitude","Starting Longitude","Starting Odometer (mi)","Ending Location","Ending Saved Location","Ending Latitude","Ending Longitude","Ending Odometer (mi)","Starting Battery (%)","Ending Battery (%)","Average Inside Temperature (°F)","Average Outside Temperature (°F)","Average Speed (mph)","Max Speed (mph)","Rated Range Used (mi)","Ideal Range Used (mi)","Distance (mi)","Total Energy Used (kWh)","Average Energy Used (Wh/mi)"
"2025-06-21 12:10","2025-06-21 13:10",,"59","207 Three Rivers Drive East, Kelso, Washington 98626, United States",,"46.143356","-122.898380","61889.00","2412 93rd Avenue Southwest, Olympia, Washington 98512, United States",,"46.952957","-122.935280","61948.86","79","46","63.41","53.33","60","82","89.29","0.00","59.86","20.32","339"
"2025-06-21 13:55","2025-06-21 13:56",,"0","2412 93rd Avenue Southwest, Olympia, Washington 98512, United States",,"46.952953","-122.935270","61948.86","2430 93rd Avenue Southwest, Tumwater, Washington 98512, United States",,"46.953297","-122.934940","61948.93","96","96","62.60","53.60","8","8","0.17","0.00","0.07","0.10","1429"
"2025-06-21 13:56","2025-06-21 14:47",,"50","2430 93rd Avenue Southwest, Tumwater, Washington 98512, United States",,"46.953297","-122.934940","61948.93","36898 Milton Road South, Federal Way, Washington 98003, United States",,"47.270737","-122.315050","61990.25","96","74","62.35","54.79","52","76","58.08","0.00","41.32","13.14","318"
"2025-06-21 14:54","2025-06-21 15:47",,"52","36898 Milton Road South, Federal Way, Washington 98003, United States",,"47.270737","-122.315056","61990.26","11 5 Avenue NE Studio, Seattle, Washington 98125, United States",,"47.709230","-122.323640","62023.77","74","57","62.49","57.54","44","79","44.27","0.00","33.51","10.08","301"
"2025-06-21 16:06","2025-06-21 16:11",,"4","11 5 Avenue NE Studio, Seattle, Washington 98125, United States",,"47.709230","-122.323640","62023.80","328 Northeast Northgate Way, Seattle, Washington 98125, United States",,"47.708900","-122.324450","62024.33","57","56","64.54","63.99","8","13","1.17","0.00","0.52","0.28","538"
"2025-06-21 16:25","2025-06-21 16:32",,"7","328 Northeast Northgate Way, Seattle, Washington 98125, United States",,"47.708900","-122.324450","62024.33","Northeast 107th Street, Seattle, Washington 98125, United States",,"47.706333","-122.327770","62024.92","56","55","66.74","62.73","5","9","3.35","0.00","0.59","0.80","1356"
"2025-06-21 16:47","2025-06-21 17:11",,"23","Northeast 107th Street, Seattle, Washington 98125, United States",,"47.706333","-122.327770","62024.93","West Mall Drive, Everett, Washington 98208, United States",,"47.909897","-122.216500","62042.66","78","69","68.32","59.36","52","81","24.69","0.00","17.73","5.58","315"
"2025-06-21 17:29","2025-06-21 17:47",,"17","West Mall Drive, Everett, Washington 98208, United States",,"47.909912","-122.216500","62042.67","10027 Lundeen Pkwy, Lake Stevens, Washington 98258, United States",,"48.018112","-122.095695","62054.34","68","63","68.00","61.54","51","80","13.89","0.00","11.55","3.16","274"
"2025-06-21 18:07","2025-06-21 18:08",,"1","10027 Lundeen Pkwy, Lake Stevens, Washington 98258, United States",,"48.018112","-122.095695","62054.34","9915 28th Street Northeast, Lake Stevens, Washington 98258, United States",,"48.021427","-122.097824","62054.56","63","63","68.72","61.70","13","16","0.17","0.00","0.22","0.02","91"
"2025-06-21 18:08","2025-06-21 18:34",,"26","9915 28th Street Northeast, Lake Stevens, Washington 98258, United States",,"48.021427","-122.097824","62054.56","Verlot Campground Loop, Granite Falls, Washington 98252, United States",,"48.090363","-121.777885","62073.96","63","51","68.88","60.06","45","64","32.13","0.00","19.40","7.42","382"
"2025-06-21 18:34","2025-06-21 18:38",,"3","Verlot Campground Loop, Granite Falls, Washington 98252, United States",,"48.090363","-121.777885","62073.96","Verlot Campground Loop, Granite Falls, Washington 98252, United States",,"48.089928","-121.778336","62074.26","51","51","68.72","58.10","9","15","0.75","0.00","0.29","0.06","207"
"2025-06-22 15:06","2025-06-22 15:06",,"0","Verlot Campground Loop, Granite Falls, Washington 98252, United States",,"48.089930","-121.778350","62074.27","Verlot Campground Loop, Granite Falls, Washington 98252, United States",,"48.089935","-121.778370","62074.30","42","42","68.36","59.00","7","7","0.00","0.00","0.01","0.04","4000"
"2025-06-22 15:21","2025-06-22 16:21",,"59","Verlot Campground Loop, Granite Falls, Washington 98252, United States",,"48.089935","-121.778370","62074.30","1121 North 175th Street, Shoreline, Washington 98133, United States",,"47.755787","-122.343506","62118.86","42","18","68.02","62.92","50","72","60.25","0.00","44.56","14.00","314"
"2025-06-22 16:58","2025-06-22 16:59",,"0","1121 North 175th Street, Shoreline, Washington 98133, United States",,"47.755795","-122.343500","62118.87","1121 North 175th Street, Shoreline, Washington 98133, United States",,"47.755344","-122.343414","62118.90","88","88","69.44","69.80","5","5","0.17","0.00","0.03","0.08","2667"
"2025-06-22 17:04","2025-06-22 17:39",,"35","1121 North 175th Street, Shoreline, Washington 98133, United States",,"47.755350","-122.343380","62118.91","91 Sunset Avenue South, Edmonds, Washington 98020, United States",,"47.811920","-122.381850","62124.79","88","85","63.57","72.55","26","50","8.03","0.00","5.89","1.94","329"
"2025-06-22 17:52","2025-06-22 18:04",,"11","91 Sunset Avenue South, Edmonds, Washington 98020, United States",,"47.811940","-122.381836","62124.80","Washington Highway 104, Edmonds, Washington, United States",,"47.813473","-122.386040","62125.03","84","84","67.75","80.10","7","19","1.34","0.00","0.23","0.32","1391"
"2025-06-22 18:36","2025-06-22 18:57",,"21","Washington Highway 104, Kingston, Washington, United States",,"47.794380","-122.493390","62125.03","32245 Puget Way Northeast, Port Gamble, Washington 98370, United States",,"47.854450","-122.586044","62133.32","83","79","68.95","67.41","31","60","10.63","0.00","8.29","2.40","290"
"2025-06-22 19:22","2025-06-22 19:45",,"22","32245 Puget Way Northeast, Port Gamble, Washington 98370, United States",,"47.854430","-122.586050","62133.33","282023 Olympic Highway, Port Townsend, Washington 98368, United States",,"47.994095","-122.887330","62152.94","79","69","68.90","63.41","51","69","25.77","0.00","19.57","5.72","292"
"2025-06-22 19:51","2025-06-22 19:53",,"1","282023 Olympic Highway, Port Townsend, Washington 98368, United States",,"47.994095","-122.887330","62152.94","280930 Olympic Highway, Port Townsend, Washington 98368, United States",,"48.003124","-122.870330","62154.00","70","68","70.93","63.50","44","58","3.10","0.00","0.78","0.44","564"
"2025-06-22 20:00","2025-06-22 20:35",,"35","280930 Olympic Highway, Port Townsend, Washington 98368, United States",,"48.003124","-122.870330","62154.00","540 West Washington Street, Sequim, Washington 98382, United States",,"48.080470","-123.114525","62172.96","69","59","68.90","61.70","41","61","24.94","0.00","18.96","5.66","299"
"2025-06-22 20:46","2025-06-22 20:49",,"2","540 West Washington Street, Sequim, Washington 98382, United States",,"48.080470","-123.114500","62172.97","1205 West Washington Street, Sequim, Washington 98382, United States",,"48.076850","-123.132324","62173.93","59","58","68.90","63.70","25","43","2.26","0.00","0.93","0.42","452"
"2025-06-22 20:56","2025-06-22 20:59",,"2","1205 West Washington Street, Sequim, Washington 98382, United States",,"48.076836","-123.132324","62173.93","1205 West Washington Street, Sequim, Washington 98382, United States",,"48.076836","-123.132324","62173.93","58","58","71.29","65.30","0","0","0.00","0.00","0.00","0.02",
"2025-06-22 20:59","2025-06-22 21:03",,"3","1205 West Washington Street, Sequim, Washington 98382, United States",,"48.076836","-123.132324","62173.93","1284 West Washington Street, Sequim, Washington 98382, United States",,"48.079240","-123.134590","62174.32","58","58","69.48","66.20","15","28","0.50","0.00","0.33","0.10","303"
"2025-06-22 21:27","2025-06-22 21:32",,"4","1284 West Washington Street, Sequim, Washington 98382, United States",,"48.079247","-123.134610","62174.32","501 West Washington Street, Sequim, Washington 98382, United States",,"48.079410","-123.113785","62175.54","58","57","69.17","63.84","18","33","3.26","0.00","1.21","0.74","612"
"2025-06-22 21:36","2025-06-22 21:36",,"0","501 West Washington Street, Sequim, Washington 98382, United States",,"48.079414","-123.113780","62175.54","501 West Washington Street, Sequim, Washington 98382, United States",,"48.079414","-123.113780","62175.54","55","55","68.90","60.80","0","0","0.00","0.00","0.00","0.00",
"2025-06-22 21:36","2025-06-22 21:43",,"6","501 West Washington Street, Sequim, Washington 98382, United States",,"48.079414","-123.113780","62175.54","1421-1441 E Washington St, Sequim, Washington 98382, United States",,"48.071045","-123.074554","62177.58","55","53","68.90","60.39","26","44","5.27","0.00","2.04","1.14","559"
"2025-06-22 22:31","2025-06-22 22:32",,"0","1421-1441 E Washington St, Sequim, Washington 98382, United States",,"48.071045","-123.074554","62177.58","1421-1441 E Washington St, Sequim, Washington 98382, United States",,"48.071060","-123.074520","62177.59","98","98","68.90","58.10","0","0","0.00","0.00","0.01","0.00","0"
"2025-06-22 22:32","2025-06-22 22:44",,"12","1421-1441 E Washington St, Sequim, Washington 98382, United States",,"48.071060","-123.074520","62177.59","273 Mountain View Drive, Sequim, Washington 98382, United States",,"48.145687","-123.140240","62184.68","98","95","68.90","57.74","32","56","9.29","0.00","7.08","2.18","308"
"2025-06-22 23:31","2025-06-22 23:32",,"0","273 Mountain View Drive, Sequim, Washington 98382, United States",,"48.145687","-123.140240","62184.69","273 Mountain View Drive, Sequim, Washington 98382, United States",,"48.145687","-123.140240","62184.69","94","94","70.70","59.90","0","1","0.17","0.00","0.00","0.02",
"2025-06-22 23:32","2025-06-22 23:33",,"1","273 Mountain View Drive, Sequim, Washington 98382, United States",,"48.145687","-123.140240","62184.69","273 Mountain View Drive, Sequim, Washington 98382, United States",,"48.145687","-123.140240","62184.69","94","94","70.05","59.90","0","1","0.00","0.00","0.00","0.04",
"2025-06-22 23:38","2025-06-22 23:38",,"0","273 Mountain View Drive, Sequim, Washington 98382, United States",,"48.145687","-123.140240","62184.69","273 Mountain View Drive, Sequim, Washington 98382, United States",,"48.145687","-123.140240","62184.69","94","94","70.70","59.90","0","0","0.00","0.00","0.00","0.00",
"2025-06-22 23:38","2025-06-22 23:38",,"0","273 Mountain View Drive, Sequim, Washington 98382, United States",,"48.145687","-123.140240","62184.69","273 Mountain View Drive, Sequim, Washington 98382, United States",,"48.145687","-123.140240","62184.69","94","94","71.29","59.90","0","0","0.00","0.00","0.00","0.00",
"2025-06-22 23:38","2025-06-22 23:39",,"0","273 Mountain View Drive, Sequim, Washington 98382, United States",,"48.145687","-123.140240","62184.69","273 Mountain View Drive, Sequim, Washington 98382, United States",,"48.145687","-123.140240","62184.69","94","94","71.60","59.90","0","0","0.00","0.00","0.00","0.00",
"2025-06-23 13:25","2025-06-23 13:45",,"20","273 Mountain View Drive, Sequim, Washington 98382, United States",,"48.145687","-123.140240","62184.69","Voice of America Road, Sequim, Washington 98382, United States",,"48.137436","-123.198590","62190.84","82","79","68.90","59.90","23","52","8.62","0.00","6.16","2.12","344"
"2025-06-23 13:52","2025-06-23 14:25",,"33","Voice of America Road, Sequim, Washington 98382, United States",,"48.137432","-123.198630","62190.87","1105 East Front Street, Port Angeles, Washington 98362, United States",,"48.112488","-123.413850","62206.05","78","71","69.17","59.90","34","66","18.66","0.00","15.15","4.28","283"
"2025-06-23 14:33","2025-06-23 14:58",,"24","1105 East Front Street, Port Angeles, Washington 98362, United States",,"48.112488","-123.413850","62206.05","Hurricane Ridge Road, Port Angeles, Washington 98362, United States",,"48.012720","-123.371260","62216.34","71","58","68.65","60.96","34","60","34.48","0.00","10.29","7.78","756"
"2025-06-23 15:05","2025-06-23 15:12",,"6","Hurricane Ridge Road, Port Angeles, Washington 98362, United States",,"48.012722","-123.371220","62216.35","Hurricane Ridge Road, Port Angeles, Washington 98362, United States",,"47.992256","-123.401590","62219.12","58","54","68.63","57.74","27","40","10.13","0.00","2.71","2.34","863"
"2025-06-23 15:16","2025-06-23 15:28",,"11","Hurricane Ridge Road, Port Angeles, Washington 98362, United States",,"47.992252","-123.401580","62219.12","Hurricane Ridge Road, Port Angeles, Washington 98362, United States",,"47.969740","-123.489310","62224.84","54","45","65.37","59.25","35","53","23.01","0.00","5.71","5.16","904"
"2025-06-23 15:33","2025-06-23 15:35",,"2","Hurricane Ridge Road, Port Angeles, Washington 98362, United States",,"47.969740","-123.489310","62224.84","Hurricane Ridge Road, Port Angeles, Washington 98362, United States",,"47.969390","-123.498924","62225.31","45","45","61.70","59.00","16","24","1.09","0.00","0.48","0.26","542"
"2025-06-23 15:43","2025-06-23 15:46",,"2","Hurricane Ridge Road, Port Angeles, Washington 98362, United States",,"47.969402","-123.498920","62225.32","Hurricane Ridge Road, Port Angeles, Washington 98362, United States",,"47.972294","-123.512794","62226.18","45","45","68.14","61.88","20","26","0.25","0.00","0.84","-0.20","-238"
"2025-06-23 16:08","2025-06-23 16:16",,"8","Hurricane Ridge Road, Port Angeles, Washington 98362, United States",,"47.972290","-123.512790","62226.19","Hurricane Ridge Road, Port Angeles, Washington 98362, United States",,"47.970410","-123.503845","62227.61","45","43","74.61","65.07","19","23","3.60","0.00","1.42","0.84","592"
"2025-06-23 16:17","2025-06-23 16:34",,"17","Hurricane Ridge Road, Port Angeles, Washington 98362, United States",,"47.970410","-123.503845","62227.61","Obstruction Point Road, Port Angeles, Washington 98362, United States",,"47.951600","-123.438034","62231.32","43","41","75.94","61.47","18","27","7.78","0.00","3.71","1.74","469"
"2025-06-23 16:34","2025-06-23 16:45",,"10","Obstruction Point Road, Port Angeles, Washington 98362, United States",,"47.951600","-123.438034","62231.32","Obstruction Point Road, Port Angeles, Washington 98362, United States",,"47.969150","-123.493300","62234.29","41","38","78.49","59.13","17","25","5.94","0.00","2.97","1.12","377"
"2025-06-23 16:46","2025-06-23 17:42",,"55","Obstruction Point Road, Port Angeles, Washington 98362, United States",,"47.969154","-123.493320","62234.38","521 South Sequim Avenue, Sequim, Washington 98382, United States",,"48.075672","-123.102990","62268.91","38","37","78.26","61.18","39","71","2.76","0.00","34.52","0.50","14"
"2025-06-23 19:10","2025-06-23 19:25",,"14","521 South Sequim Avenue, Sequim, Washington 98382, United States",,"48.075657","-123.102960","62268.92","273704 Olympic Highway, Sequim, Washington 98382, United States",,"48.049070","-122.971306","62277.99","36","31","77.54","67.10","49","63","13.22","0.00","9.07","2.96","326"
"2025-06-23 20:52","2025-06-23 20:56",,"4","Washington Highway 104, Edmonds, Washington, United States",,"47.813940","-122.386140","62313.92","488 Admiral Way, Edmonds, Washington 98020, United States",,"47.806362","-122.391350","62314.80","14","14","59.83","65.93","10","17","1.09","0.00","0.86","0.28","326"
"2025-06-23 21:05","2025-06-23 21:21",,"16","488 Admiral Way, Edmonds, Washington 98020, United States",,"47.806362","-122.391350","62314.80","1121 North 175th Street, Shoreline, Washington 98133, United States",,"47.755790","-122.343490","62320.67","14","9","60.35","67.05","24","58","12.55","0.00","5.87","2.86","487"
"2025-06-23 21:40","2025-06-23 22:00",,"20","1121 North 175th Street, Shoreline, Washington 98133, United States",,"47.755795","-122.343490","62320.70","400 Spring Street, Seattle, Washington 98104, United States",,"47.606976","-122.333240","62332.25","62","59","67.42","71.38","35","78","6.03","0.00","11.55","1.64","142"
"2025-06-23 22:22","2025-06-23 22:26",,"4","410 Spring Street, Seattle, Washington 98104, United States",,"47.607014","-122.333210","62332.29","448 Madison Street, Seattle, Washington 98110, United States",,"47.606210","-122.332664","62332.43","59","58","73.78","76.10","12","14","0.50","0.00","0.14","0.10","714"
"2025-06-24 13:09","2025-06-24 13:22",,"12","322 Spring Street, Seattle, Washington 98104, United States",,"47.606460","-122.333954","62332.59","2701 Beacon Avenue South, Seattle, Washington 98144, United States",,"47.579040","-122.312490","62335.85","52","49","70.21","70.56","28","58","8.12","0.00","3.25","1.84","566"
"2025-06-24 13:22","2025-06-24 13:47",,"24","2701 Beacon Avenue South, Seattle, Washington 98144, United States",,"47.579040","-122.312490","62335.85","1521 Bellevue Avenue, Seattle, Washington 98122, United States",,"47.614760","-122.326904","62341.36","49","45","63.16","69.87","18","51","11.55","0.00","5.51","2.64","479"
"2025-06-24 14:32","2025-06-24 14:42",,"10","1521 Bellevue Avenue, Seattle, Washington 98122, United States",,"47.614760","-122.326904","62341.39","214 9th Avenue North, Seattle, Washington 98109, United States",,"47.620370","-122.339730","62342.91","44","42","72.18","77.90","11","25","5.02","0.00","1.52","1.12","737"
"2025-06-24 16:30","2025-06-24 16:30",,"0","214 9th Avenue North, Seattle, Washington 98109, United States",,"47.620396","-122.339745","62342.91","214 9th Avenue North, Seattle, Washington 98109, United States",,"47.620396","-122.339745","62342.91","41","41","81.86","81.50","0","0","0.00","0.00","0.00","0.00",
"2025-06-24 16:30","2025-06-24 16:36",,"6","214 9th Avenue North, Seattle, Washington 98109, United States",,"47.620396","-122.339745","62342.91","120 Blanchard Street, Seattle, Washington 98121, United States",,"47.613037","-122.344600","62343.96","41","39","71.73","80.96","11","20","4.02","0.00","1.03","1.04","1010"
"2025-06-24 16:39","2025-06-24 16:49",,"9","120 Blanchard Street, Seattle, Washington 98121, United States",,"47.613037","-122.344600","62343.96","1306 Sr 99 Tunnel, Seattle, Washington 98101, United States",,"47.607520","-122.338820","62345.14","39","37","64.63","78.69","16","26","4.27","0.00","1.18","0.98","831"
"2025-06-24 18:00","2025-06-24 18:13",,"13","1306 Sr 99 Tunnel, Seattle, Washington 98101, United States",,"47.607330","-122.338326","62345.14","221 Yale Avenue North, Seattle, Washington 98109, United States",,"47.620148","-122.331000","62347.02","36","34","61.68","80.49","11","28","6.78","0.00","1.88","1.52","809"
"2025-06-24 18:49","2025-06-24 18:53",,"3","221 Yale Avenue North, Seattle, Washington 98109, United States",,"47.620148","-122.331000","62347.02","1153 John Street, Seattle, Washington 98109, United States",,"47.619675","-122.334015","62347.21","33","32","63.99","79.70","10","15","1.17","0.00","0.19","0.22","1158"
"2025-06-24 18:59","2025-06-24 19:12",,"13","1153 John Street, Seattle, Washington 98109, United States",,"47.619675","-122.334015","62347.21","511 South Dearborn Street, Seattle, Washington 98134, United States",,"47.595745","-122.326820","62350.66","32","30","60.26","82.04","25","61","6.11","0.00","3.45","1.38","400"
"2025-06-24 19:18","2025-06-24 19:54",,"36","511 South Dearborn Street, Seattle, Washington 98134, United States",,"47.595745","-122.326820","62350.74","14429 468th Avenue Southeast, North Bend, Washington 98045, United States",,"47.468160","-121.716450","62383.88","30","12","64.63","82.69","56","79","46.36","0.00","33.14","10.48","316"
"2025-06-24 20:22","2025-06-24 20:23",,"0","14429 468th Avenue Southeast, North Bend, Washington 98045, United States",,"47.468160","-121.716450","62383.89","46600 Southeast North Bend Way, North Bend, Washington 98045, United States",,"47.467464","-121.716820","62383.97","79","79","62.06","79.70","11","11","0.17","0.00","0.01","0.08","8000"
"2025-06-24 20:31","2025-06-24 20:32",,"1","46600 Southeast North Bend Way, North Bend, Washington 98045, United States",,"47.467464","-121.716820","62383.97","46591 Southeast 150th Street, North Bend, Washington 98045, United States",,"47.463310","-121.716830","62384.34","79","79","75.20","90.50","19","31","0.17","0.00","0.37","0.12","324"
"2025-06-24 20:36","2025-06-24 20:50",,"14","46591 Southeast 150th Street, North Bend, Washington 98045, United States",,"47.463310","-121.716830","62384.34","I 90, North Bend, Washington 98045, United States",,"47.441807","-121.672490","62390.07","79","74","63.37","78.19","29","68","13.72","0.00","5.73","3.24","565"
"2025-06-24 20:51","2025-06-24 22:04",,"72","I 90, North Bend, Washington 98045, United States",,"47.441807","-121.672490","62390.07","1500 Canyon Road, Ellensburg, Washington 98926, United States",,"46.977980","-120.542530","62469.02","74","32","63.18","73.96","66","90","111.21","0.00","78.90","25.14","319"
"2025-06-24 22:27","2025-06-24 22:57",,"29","1500 Canyon Road, Ellensburg, Washington 98926, United States",,"46.977980","-120.542530","62469.02","Interstate 90, Royal City, Washington 99032, United States",,"46.963833","-119.964780","62499.96","82","67","61.16","76.87","66","79","39.67","0.00","30.94","8.94","289"
"2025-06-24 23:22","2025-06-25 00:41",,"78","Interstate 90, Royal City, Washington 99032, United States",,"46.963833","-119.964780","62500.03","2008 Dury Road, Sprague, Washington 99032, United States",,"47.209030","-118.225880","62591.29","67","13","59.29","77.77","70","77","144.85","0.00","91.26","32.68","358"
"2025-06-25 01:54","2025-06-25 01:57",,"2","2008 Dury Road, Sprague, Washington 99032, United States",,"47.209030","-118.225880","62591.30","2008 Durry Road, Sprague, Washington 99032, United States",,"47.207910","-118.227170","62591.47","99","99","67.46","74.30","10","10","0.50","0.00","0.17","0.12","706"
"2025-06-25 03:01","2025-06-25 03:01",,"0","2008 Durry Road, Sprague, Washington 99032, United States",,"47.207910","-118.227170","62591.48","2008 Durry Road, Sprague, Washington 99032, United States",,"47.207910","-118.227170","62591.48","97","97","66.56","86.90","0","0","0.00","0.00","0.00","0.00",
"2025-06-25 09:55","2025-06-25 09:56",,"1","2008 Durry Road, Sprague, Washington 99032, United States",,"47.207910","-118.227160","62591.49","2008 Dury Road, Sprague, Washington 99032, United States",,"47.208946","-118.226620","62591.62","89","89","66.56","68.18","12","13","0.17","0.00","0.13","0.08","615"
"2025-06-25 10:03","2025-06-25 11:06",,"62","2008 Dury Road, Sprague, Washington 99032, United States",,"47.208946","-118.226620","62591.70","21728 East Mission Avenue, Liberty Lake, Washington 99019, United States",,"47.673897","-117.113150","62657.77","89","55","67.01","70.88","63","78","91.46","0.00","66.07","20.80","315"
"2025-06-25 11:19","2025-06-25 11:51",,"31","21728 East Mission Avenue, Liberty Lake, Washington 99019, United States",,"47.673897","-117.113150","62657.77","8702-9298 South Highway 97, Coeur d'Alene, Idaho 83814, United States",,"47.615220","-116.678700","62686.18","79","64","65.93","74.64","60","77","39.16","0.00","28.40","9.08","320"
"2025-06-25 12:04","2025-06-25 12:10",,"5","8702-9298 South Highway 97, Coeur d'Alene, Idaho 83814, United States",,"47.615220","-116.678700","62686.18","South Highway 97, Harrison, Idaho 83833, United States",,"47.608994","-116.691980","62688.29","64","61","63.30","79.70","23","43","6.61","0.00","2.12","1.60","755"
"2025-06-25 12:12","2025-06-25 12:20",,"7","South Highway 97, Harrison, Idaho 83833, United States",,"47.608994","-116.691980","62688.29","2303 East Mockingbird Loop, Harrison, Idaho 83833, United States",,"47.628345","-116.761090","62692.41","61","61","62.58","76.95","36","44","2.26","0.00","4.12","0.54","131"
"2025-06-25 12:20","2025-06-25 12:25",,"5","2303 East Mockingbird Loop, Harrison, Idaho 83833, United States",,"47.628345","-116.761090","62692.41","17505 South Highway 97, Harrison, Idaho 83833, United States",,"47.620150","-116.746735","62693.75","60","60","64.76","76.10","24","39","2.18","0.00","1.34","0.38","284"
"2025-06-25 12:28","2025-06-25 14:00",,"91","17505 South Highway 97, Harrison, Idaho 83833, United States",,"47.620150","-116.746735","62693.75","Interstate 90, St. Regis, Montana 59867, United States",,"47.312830","-115.228990","62780.09","59","16","66.45","77.95","59","85","117.41","0.00","86.34","26.54","307"
"2025-06-25 14:00","2025-06-25 14:01",,"0","Interstate 90, St. Regis, Montana 59867, United States",,"47.312830","-115.228990","62780.09","Interstate 90, St. Regis, Montana 59867, United States",,"47.312830","-115.228990","62780.09","16","16","64.31","76.10","0","0","0.17","0.00","0.00","0.10",
"2025-06-25 14:30","2025-06-25 14:41",,"10","Interstate 90, St. Regis, Montana 59867, United States",,"47.312830","-115.228990","62780.09","60 Mullan Gulch Road, Saint Regis, Montana 59866, United States",,"47.298870","-115.099130","62787.71","15","11","65.97","78.91","41","79","10.13","0.00","7.63","2.24","294"
"2025-06-25 14:57","2025-06-25 15:11",,"14","60 Mullan Gulch Road, Saint Regis, Montana 59866, United States",,"47.298870","-115.099130","62787.71","43 Little River Lane, St. Regis, Montana 59866, United States",,"47.297490","-115.098080","62788.38","58","56","62.60","85.68","12","26","3.51","0.00","0.67","0.98","1463"
"2025-06-25 15:11","2025-06-25 16:11",,"59","43 Little River Lane, St. Regis, Montana 59866, United States",,"47.297490","-115.098080","62788.38","5260 Grant Creek Road, Missoula, Montana 59808, United States",,"46.914413","-114.032060","62856.05","56","17","64.60","82.62","73","81","104.69","0.00","67.67","23.76","351"
"2025-06-25 16:37","2025-06-25 16:37",,"0","5260 Grant Creek Road, Missoula, Montana 59808, United States",,"46.914413","-114.032060","62856.05","5310 Grant Creek Road, Missoula, Montana 59808, United States",,"46.914730","-114.032720","62856.11","77","78","63.68","83.30","0","0","-2.76","0.00","0.01","0.00","0"
"2025-06-25 16:37","2025-06-25 16:45",,"7","5310 Grant Creek Road, Missoula, Montana 59808, United States",,"46.914730","-114.032720","62856.11","315 Madison Street, Missoula, Montana 59802, United States",,"46.870365","-113.986990","62860.57","78","76","64.45","84.33","34","77","6.19","0.00","4.46","1.26","283"
"2025-06-25 16:53","2025-06-25 18:27",,"94","315 Madison Street, Missoula, Montana 59802, United States",,"46.870365","-113.986990","62860.57","1050 Grizzly Trail, Butte, Montana 59701, United States",,"46.005116","-112.610634","62973.97","76","5","71.44","81.43","73","89","189.96","0.00","113.40","42.84","378"
"2025-06-25 18:46","2025-06-25 18:50",,"4","1050 Grizzly Trail, Butte, Montana 59701, United States",,"46.005116","-112.610634","62973.99","1900 South Montana Street, Butte, Montana 59701, United States",,"45.991790","-112.538666","62977.89","65","63","70.88","77.90","54","83","2.18","0.00","3.90","0.34","87"
"2025-06-25 18:53","2025-06-25 19:58",,"64","1900 South Montana Street, Butte, Montana 59701, United States",,"45.991790","-112.538666","62977.92","Amsterdam Road, Belgrade, Montana 59714, United States",,"45.773180","-111.198740","63052.22","63","26","70.50","78.64","71","81","99.08","0.00","74.30","22.34","301"
"2025-06-25 20:02","2025-06-25 20:07",,"5","Amsterdam Road, Belgrade, Montana 59714, United States",,"45.773180","-111.198740","63052.28","1891 West Cameron Bridge Road, Bozeman, Montana 59718, United States",,"45.743320","-111.224370","63055.52","35","34","70.25","81.50","43","56","-0.50","0.00","3.24","0.62","191"
"2025-06-25 20:08","2025-06-25 20:17",,"9","1891 West Cameron Bridge Road, Bozeman, Montana 59718, United States",,"45.743320","-111.224370","63055.52","9006 River Road, Bozeman, Montana 59718, United States",,"45.674940","-111.211494","63061.09","34","31","69.98","80.85","40","51","7.70","0.00","5.57","1.84","330"
"2025-06-25 20:17","2025-06-25 20:18",,"1","9006 River Road, Bozeman, Montana 59718, United States",,"45.674940","-111.211494","63061.09","8955 River Road, Bozeman, Montana 59718, United States",,"45.674860","-111.212960","63061.14","31","30","69.98","75.07","17","17","0.17","0.00","0.05","0.06","1200"
"2025-06-25 22:23","2025-06-25 22:46",,"22","8955 River Road, Bozeman, Montana 59718, United States",,"45.674860","-111.212960","63061.15","101 Silverbow Avenue, Belgrade, Montana 59714, United States",,"45.774086","-111.183266","63072.90","29","24","68.07","62.04","33","58","13.89","0.00","11.75","2.80","238"
"2025-06-25 23:57","2025-06-26 00:16",,"19","101 Silverbow Avenue, Belgrade, Montana 59714, United States",,"45.774063","-111.183290","63072.90","4076 Diamond Street, Bozeman, Montana 59718, United States",,"45.687040","-111.092750","63082.84","23","17","67.77","66.18","33","66","15.06","0.00","9.93","3.10","312"
"2025-06-26 10:58","2025-06-26 11:05",,"6","4076 Diamond Street, Bozeman, Montana 59718, United States",,"45.687030","-111.092766","63082.84","1803 East Baxter Lane, Bozeman, Montana 59715, United States",,"45.700073","-111.063260","63085.28","10","9","62.89","70.70","31","44","3.26","0.00","2.44","0.80","328"
"2025-06-26 11:40","2025-06-26 11:42",,"1","1803 East Baxter Lane, Bozeman, Montana 59715, United States",,"45.700073","-111.063260","63085.34","1871 East Baxter Lane, Bozeman, Montana 59715, United States",,"45.700527","-111.064590","63085.56","84","84","62.60","70.70","23","26","-0.42","0.00","0.21","0.04","190"
"2025-06-26 12:04","2025-06-26 12:06",,"1","1871 East Baxter Lane, Bozeman, Montana 59715, United States",,"45.700527","-111.064590","63085.56","1871 East Baxter Lane, Bozeman, Montana 59715, United States",,"45.700527","-111.064590","63085.56","83","83","62.83","88.70","0","0","0.50","0.00","0.00","0.12",
